Indigo Taxonomy ID,Indigo Taxonomy,Google Taxonomy,
828850-528246-528477-528987,Books > Religion and Spirituality > Inspiration and Meditation > Inspirational,Media > Books > Non-Fiction > Body__ Mind & Spirit Books,
828850-528246-528477-528988,Books > Religion and Spirituality > Inspiration and Meditation > Meditations,Media > Books > Non-Fiction > Body__ Mind & Spirit Books,
828850-528246-528477-528989,Books > Religion and Spirituality > Inspiration and Meditation > Mysticism,Media > Books > Non-Fiction > Religion Books,
828850-528246-528477-528990,Books > Religion and Spirituality > Inspiration and Meditation > Pastoral Counseling,Media > Books > Non-Fiction > Body__ Mind & Spirit Books,
828850-528246-528477-528991,Books > Religion and Spirituality > Inspiration and Meditation > Prayer,Media > Books > Non-Fiction > Body__ Mind & Spirit Books,
828850-528246-528477-528992,Books > Religion and Spirituality > Inspiration and Meditation > Preaching,Media > Books > Non-Fiction > Religion Books,
828850-528246-528477-528993,Books > Religion and Spirituality > Inspiration and Meditation > Sermons,Media > Books > Non-Fiction > Religion Books,
828850-528246-528477-528994,Books > Religion and Spirituality > Inspiration and Meditation > Spirituality,Media > Books > Non-Fiction > Body__ Mind & Spirit Books,
828850-528246-529003,Books > Religion and Spirituality > Islam,Media > Books > Non-Fiction > Religion Books,
828850-528246-528391,Books > Religion and Spirituality > Judaism,Media > Books > Non-Fiction > Religion Books,
828850-528246-528391-528995,Books > Religion and Spirituality > Judaism > Beliefs__ Practices__ and Rituals,Media > Books > Non-Fiction > Religion Books,
828850-528246-528391-528996,Books > Religion and Spirituality > Judaism > History,Media > Books > Non-Fiction > Religion Books,
828850-528246-528391-528997,Books > Religion and Spirituality > Judaism > Holidays,Media > Books > Non-Fiction > Religion Books,
828850-528246-528391-528998,Books > Religion and Spirituality > Judaism > Jewish Sermons,Media > Books > Non-Fiction > Religion Books,
828850-528246-528391-528999,Books > Religion and Spirituality > Judaism > Movements,Media > Books > Non-Fiction > Religion Books,
828850-528246-528391-529000,Books > Religion and Spirituality > Judaism > Prayerbooks,Media > Books > Non-Fiction > Religion Books,
828850-528246-528391-529001,Books > Religion and Spirituality > Judaism > Sacred Writings,Media > Books > Non-Fiction > Religion Books,
828850-528246-528391-529002,Books > Religion and Spirituality > Judaism > Talmud,Media > Books > Non-Fiction > Religion Books,
828850-528246-528478,Books > Religion and Spirituality > Middle East Religions,Media > Books > Non-Fiction > Religion Books,
828850-528246-528478-529004,Books > Religion and Spirituality > Middle East Religions > Koran,Media > Books > Non-Fiction > Religion Books,
828850-528246-528478-529005,Books > Religion and Spirituality > Middle East Religions > Sikhism,Media > Books > Non-Fiction > Religion Books,
828850-528246-528478-529006,Books > Religion and Spirituality > Middle East Religions > Sufism,Media > Books > Non-Fiction > Religion Books,
828850-528246-528478-529007,Books > Religion and Spirituality > Middle East Religions > Zoroastrianism,Media > Books > Non-Fiction > Religion Books,
828850-528246-528392,Books > Religion and Spirituality > New Age,Media > Books > Non-Fiction > Religion Books,
828850-528246-528392-529008,Books > Religion and Spirituality > New Age > Analysis,Media > Books > Non-Fiction > Religion Books,
828850-528246-528392-529009,Books > Religion and Spirituality > New Age > Channeling,Media > Books > Non-Fiction > Religion Books,
828850-528246-528392-529010,Books > Religion and Spirituality > New Age > Crystals,Media > Books > Non-Fiction > Religion Books,
828850-528246-528392-529011,Books > Religion and Spirituality > New Age > Dreams,Media > Books > Non-Fiction > Religion Books,
828850-528246-528392-529012,Books > Religion and Spirituality > New Age > Handwriting Analysis,Media > Books > Non-Fiction > Religion Books,
828850-528246-528392-529013,Books > Religion and Spirituality > New Age > Hypnotism,Media > Books > Non-Fiction > Religion Books,
828850-528246-528392-529014,Books > Religion and Spirituality > New Age > Magick Studies,Media > Books > Non-Fiction > Religion Books,
828850-528246-528392-529015,Books > Religion and Spirituality > New Age > Meditation,Media > Books > Non-Fiction > Religion Books,
828850-528246-528392-529016,Books > Religion and Spirituality > New Age > Mental and Spiritual Healing,Media > Books > Non-Fiction > Religion Books,
828850-528246-528392-529017,Books > Religion and Spirituality > New Age > Mysticism,Media > Books > Non-Fiction > Religion Books,
828850-528246-528392-529018,Books > Religion and Spirituality > New Age > New Thought,Media > Books > Non-Fiction > Religion Books,
828850-528246-528392-529019,Books > Religion and Spirituality > New Age > Personal Transformation,Media > Books > Non-Fiction > Religion Books,
828850-528246-528392-529020,Books > Religion and Spirituality > New Age > Reference,Media > Books > Non-Fiction > Religion Books,
828850-528246-528392-529021,Books > Religion and Spirituality > New Age > Reincarnation,Media > Books > Non-Fiction > Religion Books,
828850-528246-528392-529022,Books > Religion and Spirituality > New Age > Witchcraft and Wicca,Media > Books > Non-Fiction > Religion Books,
828850-528246-528479,Books > Religion and Spirituality > Occult,Media > Books > Non-Fiction > Religion Books,
828850-528246-528479-529023,Books > Religion and Spirituality > Occult > Divination,Media > Books > Non-Fiction > Religion Books,
828850-528246-528479-529023-530122,Books > Religion and Spirituality > Occult > Divination > Fortune Telling,Media > Books > Non-Fiction > Religion Books,
828850-528246-528479-529023-530123,Books > Religion and Spirituality > Occult > Divination > Numerology,Media > Books > Non-Fiction > Religion Books,
828850-528246-528479-529023-530124,Books > Religion and Spirituality > Occult > Divination > Palmistry,Media > Books > Non-Fiction > Religion Books,
828850-528246-528479-529023-530125,Books > Religion and Spirituality > Occult > Divination > Tarot,Media > Books > Non-Fiction > Religion Books,
828850-528246-528479-529024,Books > Religion and Spirituality > Occult > ESP,Media > Books > Non-Fiction > Religion Books,
828850-528246-528479-529025,Books > Religion and Spirituality > Occult > Occultism,Media > Books > Non-Fiction > Religion Books,
828850-528246-528479-529026,Books > Religion and Spirituality > Occult > Parapsychology,Media > Books > Non-Fiction > Religion Books,
828850-528246-528479-529027,Books > Religion and Spirituality > Occult > Spiritualism,Media > Books > Non-Fiction > Religion Books,
828850-528246-528479-529028,Books > Religion and Spirituality > Occult > Supernatural,Media > Books > Non-Fiction > Religion Books,
828850-528246-528479-529029,Books > Religion and Spirituality > Occult > UFOs and Unexplained Phenomena,Media > Books > Non-Fiction > Religion Books,
828850-528246-528480,Books > Religion and Spirituality > Other Practices,Media > Books > Non-Fiction > Religion Books,
828850-528246-528480-529030,Books > Religion and Spirituality > Other Practices > Agnosticism,Media > Books > Non-Fiction > Religion Books,
828850-528246-528480-529031,Books > Religion and Spirituality > Other Practices > Atheism,Media > Books > Non-Fiction > Religion Books,
828850-528246-528480-529033,Books > Religion and Spirituality > Other Practices > Ethnic and Tribal,Media > Books > Non-Fiction > Religion Books,
828850-528246-528480-529034,Books > Religion and Spirituality > Other Practices > Freemasonry,Media > Books > Non-Fiction > Religion Books,
828850-528246-528480-529035,Books > Religion and Spirituality > Other Practices > Fundamentalishm,Media > Books > Non-Fiction > Religion Books,
828850-528246-528480-529036,Books > Religion and Spirituality > Other Practices > Scientology,Media > Books > Non-Fiction > Religion Books,
828850-528246-528480-529037,Books > Religion and Spirituality > Other Practices > Theism,Media > Books > Non-Fiction > Religion Books,
828850-528246-528480-529038,Books > Religion and Spirituality > Other Practices > Witchcraft and Wicca,Media > Books > Non-Fiction > Religion Books,
828850-528246-528393,Books > Religion and Spirituality > Philosophy,Media > Books > Non-Fiction > Philosophy Books,
828850-528246-528393-529039,Books > Religion and Spirituality > Philosophy > Aesthetics,Media > Books > Non-Fiction > Philosophy Books,
828850-528246-528393-529040,Books > Religion and Spirituality > Philosophy > Ancient,Media > Books > Non-Fiction > Philosophy Books,
828850-528246-528393-529041,Books > Religion and Spirituality > Philosophy > Eastern,Media > Books > Non-Fiction > Philosophy Books,
828850-528246-528393-529042,Books > Religion and Spirituality > Philosophy > Epistemology,Media > Books > Non-Fiction > Philosophy Books,
828850-528246-528393-529043,Books > Religion and Spirituality > Philosophy > Ethics and Moral Philosophy,Media > Books > Non-Fiction > Philosophy Books,
828850-528246-528393-529044,Books > Religion and Spirituality > Philosophy > Existentialism,Media > Books > Non-Fiction > Philosophy Books,
828850-528246-528393-529045,Books > Religion and Spirituality > Philosophy > Free Will and Determinism,Media > Books > Non-Fiction > Philosophy Books,
828850-528246-528393-529046,Books > Religion and Spirituality > Philosophy > Good and Evil,Media > Books > Non-Fiction > Philosophy Books,
828850-528246-528393-529047,Books > Religion and Spirituality > Philosophy > History__ Criticism__ and Surveys,Media > Books > Non-Fiction > Philosophy Books,
828850-528246-528393-529048,Books > Religion and Spirituality > Philosophy > Humanism,Media > Books > Non-Fiction > Philosophy Books,
828850-528246-528393-529049,Books > Religion and Spirituality > Philosophy > Logic,Media > Books > Non-Fiction > Philosophy Books,
828850-528246-528393-529050,Books > Religion and Spirituality > Philosophy > Medieval,Media > Books > Non-Fiction > Philosophy Books,
828850-528246-528393-529051,Books > Religion and Spirituality > Philosophy > Metaphysics,Media > Books > Non-Fiction > Philosophy Books,
828850-528246-528393-529052,Books > Religion and Spirituality > Philosophy > Methodology,Media > Books > Non-Fiction > Philosophy Books,
828850-528246-528393-529053,Books > Religion and Spirituality > Philosophy > Mind and Body,Media > Books > Non-Fiction > Philosophy Books,
828850-528246-528393-529054,Books > Religion and Spirituality > Philosophy > Modern,Media > Books > Non-Fiction > Philosophy Books,
828850-528246-528393-529055,Books > Religion and Spirituality > Philosophy > Phenomenology,Media > Books > Non-Fiction > Philosophy Books,
828850-528246-528393-529056,Books > Religion and Spirituality > Philosophy > Political,Media > Books > Non-Fiction > Philosophy Books,
828850-528246-528393-529057,Books > Religion and Spirituality > Philosophy > Pragmatism,Media > Books > Non-Fiction > Philosophy Books,
828850-528246-528393-529058,Books > Religion and Spirituality > Philosophy > Reference,Media > Books > Non-Fiction > Philosophy Books,
